,author,date,description,detection,falsepositives,fields,id,level,logsource,modified,references,related,status,tags,title,notes,enrichment,Note,analysis
743,Jason Lynch,2019/04/02,"Detects an executable in the users directory started from Microsoft Word, Excel, Powerpoint, Publisher or Visio","{u'filter': {u'Image|endswith': u'\Teams.exe'}, u'selection': {u'Image|endswith': u'.exe', u'ParentImage|endswith': [u'\WINWORD.EXE', u'\EXCEL.EXE', u'\POWERPNT.exe', u'\MSPUB.exe', u'\VISIO.exe'], u'Image|startswith': u'C:\users\'}, u'condition': u'selection and not filter'}",[unknown],"[CommandLine, ParentCommandLine]",aa3a6f94-890e-4e22-b634-ffdfd54792cc,high,"{u'category': u'process_creation', u'product': u'windows'}",2021/04/01,"[sha256=23160972c6ae07f740800fa28e421a81d7c0ca5d5cab95bc082b4a986fbac57c, https://blog.morphisec.com/fin7-not-finished-morphisec-spots-new-campaign]",,experimental,"[attack.execution, attack.t1204, attack.t1204.002, attack.g0046, car.2013-05-002]",MS Office Product Spawning Exe in User Dir,,,,
744,Florian Roth,2017/06/12,Detects the execution of an executable that is typically used by PlugX for DLL side loading started from an uncommon location,"{u'selection_msmpeng': {u'Image|endswith': u'\MsMpEng.exe'}, u'selection_hkcmd': {u'Image|endswith': u'\hkcmd.exe'}, u'selection_hcc': {u'Image|endswith': u'\hcc.exe'}, u'filter_chrome_frame': {u'Image|contains': u'\Google\Chrome\application\'}, u'filter_hcc': {u'Image|contains': u'\HTML Help Workshop\'}, u'filter_devemu': {u'Image|contains': u'\Microsoft Device Emulator\'}, u'selection_oleview': {u'Image|endswith': u'\OleView.exe'}, u'condition': u'( selection_cammute and not filter_cammute ) or ( selection_chrome_frame and not filter_chrome_frame ) or ( selection_devemu and not filter_devemu ) or ( selection_gadget and not filter_gadget ) or ( selection_hcc and not filter_hcc ) or ( selection_hkcmd and not filter_hkcmd ) or ( selection_mc and not filter_mc ) or ( selection_msmpeng and not filter_msmpeng ) or ( selection_msseces and not filter_msseces ) or ( selection_oinfo and not filter_oinfo ) or ( selection_oleview and not filter_oleview ) or ( selection_rc and not filter_rc )', u'filter_rc': {u'Image|contains': [u'\Microsoft Visual Studio', u'\Microsoft SDK', u'\Windows Kit', u'\Windows Resource Kit\', u'\Microsoft.NET\']}, u'filter_oinfo': {u'Image|contains': u'\Common Files\Microsoft Shared\'}, u'filter_msmpeng': {u'Image|contains': [u'\Microsoft Security Client\', u'\Windows Defender\', u'\AntiMalware\']}, u'filter_hkcmd': {u'Image|contains': [u'\System32\', u'\SysNative\', u'\SysWowo64\']}, u'filter_mc': {u'Image|contains': [u'\Microsoft Visual Studio', u'\Microsoft SDK', u'\Windows Kit']}, u'selection_mc': {u'Image|endswith': u'\Mc.exe'}, u'selection_cammute': {u'Image|endswith': u'\CamMute.exe'}, u'selection_gadget': {u'Image|endswith': u'\Gadget.exe'}, u'filter_cammute': {u'Image|contains': [u'\Lenovo\Communication Utility\', u'\Lenovo\Communications Utility\']}, u'selection_devemu': {u'Image|endswith': u'\dvcemumanager.exe'}, u'filter_gadget': {u'Image|contains': u'\Windows Media Player\'}, u'filter_oleview': {u'Image|contains': [u'\Microsoft Visual Studio', u'\Microsoft SDK', u'\Windows Kit', u'\Windows Resource Kit\']}, u'selection_oinfo': {u'Image|endswith': u'\OInfoP11.exe'}, u'selection_msseces': {u'Image|endswith': u'\msseces.exe'}, u'filter_msseces': {u'Image|contains': [u'\Microsoft Security Center\', u'\Microsoft Security Client\', u'\Microsoft Security Essentials\']}, u'selection_rc': {u'Image|endswith': u'\rc.exe'}, u'selection_chrome_frame': {u'Image|endswith': u'\chrome_frame_helper.exe'}}",[Unknown],"[CommandLine, ParentCommandLine]",aeab5ec5-be14-471a-80e8-e344418305c2,high,"{u'category': u'process_creation', u'product': u'windows'}",2020/11/28,"[http://www.hexacorn.com/blog/2016/03/10/beyond-good-ol-run-key-part-36/, https://countuponsecurity.com/2017/06/07/threat-hunting-in-the-enterprise-with-appcompatprocessor/]",,experimental,"[attack.s0013, attack.defense_evasion, attack.t1073, attack.t1574.002]",Executable Used by PlugX in Uncommon Location,,,,
745,juju4,2019/01/16,Detects execution of executables that can be used to bypass Applocker whitelisting,"{u'selection': {u'CommandLine|contains': [u'\msdt.exe', u'\installutil.exe', u'\regsvcs.exe', u'\regasm.exe', u'\msbuild.exe', u'\ieexec.exe']}, u'condition': u'selection'}","[False positives depend on scripts and administrative tools used in the monitored environment, Using installutil to add features for .NET applications (primarily would occur in developer environments)]",,82a19e3a-2bfe-4a91-8c0d-5d4c98fbb719,low,"{u'category': u'process_creation', u'product': u'windows'}",2020/09/01,"[https://github.com/subTee/ApplicationWhitelistBypassTechniques/blob/master/TheList.txt, https://room362.com/post/2014/2014-01-16-application-whitelist-bypass-using-ieexec-dot-exe/, https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1127.001/T1127.001.md]",,experimental,"[attack.defense_evasion, attack.t1118, attack.t1218.004, attack.t1121, attack.t1218.009, attack.t1127, attack.t1127.001, attack.t1170, attack.t1218.005, attack.t1218]",Possible Applocker Bypass,,,,
746,Teymur Kheirkhabarov,2019/10/26,"Detect modification of services configuration (ImagePath, FailureCommand and ServiceDLL) in registry by processes with Medium integrity level","{u'selection': {u'IntegrityLevel': u'Medium', u'CommandLine|contains': [u'\ImagePath', u'\FailureCommand', u'\ServiceDll'], u'CommandLine|contains|all': [u'ControlSet', u'services']}, u'condition': u'selection'}",[Unknown],,0f9c21f1-6a73-4b0e-9809-cb562cb8d981,high,"{u'category': u'process_creation', u'product': u'windows'}",2021/09/15,"[https://speakerdeck.com/heirhabarov/hunting-for-privilege-escalation-in-windows-environment, https://pentestlab.blog/2017/03/31/insecure-registry-permissions/]",,experimental,"[attack.privilege_escalation, attack.t1058, attack.t1574.011]",Possible Privilege Escalation via Service Permissions Weakness,,"[EN_0001_cache_sysmon_event_id_1_info, EN_0003_enrich_other_sysmon_events_with_event_id_1_data]",,
747,Markus Neis,2018/08/17,Detects Request to amsiInitFailed that can be used to disable AMSI Scanning,"{u'selection1': {u'CommandLine|contains': [u'System.Management.Automation.AmsiUtils']}, u'condition': u'selection1 and selection2', u'selection2': {u'CommandLine|contains': [u'amsiInitFailed']}}",[Potential Admin Activity],,30edb182-aa75-42c0-b0a9-e998bb29067c,high,"{u'category': u'process_creation', u'product': u'windows'}",2020/09/01,"[https://twitter.com/mattifestation/status/735261176745988096, https://www.hybrid-analysis.com/sample/0ced17419e01663a0cd836c9c2eb925e3031ffb5b18ccf35f4dea5d586d0203e?environmentId=120]",,experimental,"[attack.defense_evasion, attack.t1089, attack.t1562.001]",Powershell AMSI Bypass via .NET Reflection,,,,
748,"E.M. Anhaus (originally from Atomic Blue Detections, Endgame), oscd.community",2019/10/24,Detects audio capture via PowerShell Cmdlet.,"{u'selection': {u'CommandLine|contains': u'WindowsAudioDevice-Powershell-Cmdlet'}, u'condition': u'selection'}",[Legitimate audio capture by legitimate user.],,932fb0d8-692b-4b0f-a26e-5643a50fe7d6,medium,"{u'category': u'process_creation', u'product': u'windows'}",2019/11/11,"[https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1123/T1123.md, https://eqllib.readthedocs.io/en/latest/analytics/ab7a6ef4-0983-4275-a4f1-5c6bd3c31c23.html]",,experimental,"[attack.collection, attack.t1123]",Audio Capture via PowerShell,,,,
749,Florian Roth,2018/11/17,Detects Base64 encoded Shellcode,"{u'selection1': {u'CommandLine|contains': u'AAAAYInlM'}, u'condition': u'selection1 and selection2', u'selection2': {u'CommandLine|contains': [u'OiCAAAAYInlM', u'OiJAAAAYInlM']}}",[Unknown],,2d117e49-e626-4c7c-bd1f-c3c0147774c8,critical,"{u'category': u'process_creation', u'product': u'windows'}",2020/09/01,[https://twitter.com/cyb3rops/status/1063072865992523776],,experimental,"[attack.defense_evasion, attack.t1027]",PowerShell Base64 Encoded Shellcode,,,,
750,"Endgame, JHasenbusch (ported to sigma for oscd.community)",2018/10/30,Detect download by BITS jobs via PowerShell,"{u'selection': {u'Image|endswith': u'\powershell.exe', u'CommandLine|contains': u'Start-BitsTransfer'}, u'condition': u'selection'}",[Unknown],"[ComputerName, User, CommandLine]",f67dbfce-93bc-440d-86ad-a95ae8858c90,medium,"{u'category': u'process_creation', u'product': u'windows'}",2019/11/11,"[https://eqllib.readthedocs.io/en/latest/analytics/ec5180c9-721a-460f-bddc-27539a284273.html, https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1197/T1197.md]",,experimental,"[attack.defense_evasion, attack.persistence, attack.t1197]",Suspicious Bitsadmin Job via PowerShell,,,,
751,"Teymur Kheirkhabarov (idea), Vasiliy Burov (rule), oscd.community",2020/10/11,Detects the PowerShell command lines with reversed strings,"{u'selection': {u'Image|endswith': u'\powershell.exe', u'CommandLine|contains': [u'hctac', u'kearb', u'dnammoc', u'ekovn', u'eliFd', u'rahc', u'etirw', u'golon', u'tninon', u'eddih', u'tpircS', u'ssecorp', u'llehsrewop', u'esnopser', u'daolnwod', u'tneilCbeW', u'tneilc', u'ptth', u'elifotevas', u'46esab', u'htaPpmeTteG', u'tcejbO', u'maerts', u'hcaerof', u'ekovni', u'retupmoc']}, u'condition': u'selection'}",[Unlikely],,b6b49cd1-34d6-4ead-b1bf-176e9edba9a4,high,"{u'category': u'process_creation', u'product': u'windows'}",,"[https://2019.offzone.moscow/ru/report/hunting-for-powershell-abuses/, https://speakerdeck.com/heirhabarov/hunting-for-powershell-abuse?slide=66]",,experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Suspicious PowerShell Cmdline,,,,
752,"Teymur Kheirkhabarov (idea), Vasiliy Burov (rule), oscd.community",2020/10/15,Detects the PowerShell command lines with special characters,"{u'selection4': {u'Image|endswith': u'\powershell.exe', u'CommandLine|re': u'.*\^.*\^.*\^.*\^.*\^.*'}, u'selection5': {u'Image|endswith': u'\powershell.exe', u'CommandLine|re': u'.*`.*`.*`.*`.*`.*'}, u'selection1': {u'Image|endswith': u'\powershell.exe', u'CommandLine|re': u'.*\+.*\+.*\+.*\+.*\+.*\+.*\+.*\+.*\+.*\+.*\+.*\+.*\+.*\+.*'}, u'selection2': {u'Image|endswith': u'\powershell.exe', u'CommandLine|re': u'.*\{.*\{.*\{.*\{.*\{.*\{.*\{.*\{.*\{.*\{.*'}, u'selection3': {u'Image|endswith': u'\powershell.exe', u'CommandLine|re': u'.*{.*{.*{.*{.*{.*'}, u'condition': u'selection1 or selection2 or selection3 or selection4 or selection5'}",[Unlikely],,d7bcd677-645d-4691-a8d4-7a5602b780d1,high,"{u'category': u'process_creation', u'product': u'windows'}",,[https://speakerdeck.com/heirhabarov/hunting-for-powershell-abuse?slide=64],,experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Suspicious PowerShell Command Line,,,,
753,"Teymur Kheirkhabarov (idea), Vasiliy Burov (rule), oscd.community",2020/10/11,Detects specific combinations of encoding methods in the PowerShell command lines,"{u'selection4': {u'Image|endswith': u'\powershell.exe', u'CommandLine|contains|all': [u'split', u'join']}, u'selection5': {u'Image|endswith': u'\powershell.exe', u'CommandLine|contains|all': [u'ForEach', u'Xor']}, u'selection6': {u'Image|endswith': u'\powershell.exe', u'CommandLine|contains': [u'cOnvErTTO-SECUreStRIng']}, u'selection1': {u'Image|endswith': u'\powershell.exe', u'CommandLine|contains|all': [u'char', u'join']}, u'selection2': {u'Image|endswith': u'\powershell.exe', u'CommandLine|contains': [u'ToInt', u'ToDecimal', u'ToByte', u'ToUint', u'ToSingle', u'ToSByte']}, u'selection3': {u'Image|endswith': u'\powershell.exe', u'CommandLine|contains': [u'ToChar', u'ToString', u'String']}, u'condition': u'(selection2 and selection3) or selection1 or selection4 or selection5 or selection6'}",[Unlikely],,cdf05894-89e7-4ead-b2b0-0a5f97a90f2f,medium,"{u'category': u'process_creation', u'product': u'windows'}",,[https://speakerdeck.com/heirhabarov/hunting-for-powershell-abuse?slide=65],,experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Encoded PowerShell Command Line,,,,
754,Florian Roth,2021/04/29,"Detects requests to exclude files, folders or processes from Antivirus scanning using PowerShell cmdlets","{u'selection_encoded': {u'CommandLine|contains': [u'QWRkLU1wUHJlZmVyZW5jZ', u'FkZC1NcFByZWZlcmVuY2', u'BZGQtTXBQcmVmZXJlbmNl']}, u'selection1': {u'CommandLine|contains': u'Add-MpPreference '}, u'condition': u'( selection1 and selection2 ) or selection_encoded', u'selection2': {u'CommandLine|contains': [u' -ExclusionPath ', u' -ExclusionExtension ', u' -ExclusionProcess ']}}","[Possible Admin Activity, Other Cmdlets that may use the same parameters]",,17769c90-230e-488b-a463-e05c08e9d48f,high,"{u'category': u'process_creation', u'product': u'windows'}",2021/07/12,"[https://docs.microsoft.com/en-us/microsoft-365/security/defender-endpoint/configure-process-opened-file-exclusions-microsoft-defender-antivirus, https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1562.001/T1562.001.md]",,experimental,"[attack.defense_evasion, attack.t1562.001]",Powershell Defender Exclusion,,,,
755,"ok @securonix invrep-de, oscd.community, frack113",2020/10/12,Detects attackers attempting to disable Windows Defender using Powershell,"{u'tamper_cmd_disabled': {u'CommandLine|contains|all': [u'sc', u'config', u'WinDefend', u'start=disabled']}, u'selection': {u'Image|endswith': u'\powershell.exe', u'CommandLine|contains': [u'-DisableBehaviorMonitoring $true', u'-DisableRuntimeMonitoring $true']}, u'tamper_cmd_stop': {u'CommandLine|contains|all': [u'sc', u'stop', u'WinDefend']}, u'condition': u'1 of them'}","[Minimal, for some older versions of dev tools, such as pycharm, developers were known to sometimes disable Windows Defender to improve performance, but this generally is not considered a good security practice.]",,a7ee1722-c3c5-aeff-3212-c777e4733217,high,"{u'category': u'process_creation', u'product': u'windows'}",2021/06/07,"[https://research.nccgroup.com/2020/06/23/wastedlocker-a-new-ransomware-variant-developed-by-the-evil-corp-group/, https://rvsec0n.wordpress.com/2020/01/24/malwares-that-bypass-windows-defender/, https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1562.001/T1562.001.md]",,experimental,"[attack.defense_evasion, attack.t1089, attack.t1562.001]",Powershell Used To Disable Windows Defender AV Security Monitoring,,,,
756,Markus Neis,2018/08/25,Detects PowerShell Strings applied to rundll as seen in PowerShdll.dll,"{u'selection3': {u'CommandLine|contains': [u'Default.GetString', u'FromBase64String']}, u'selection1': {u'Image|endswith': [u'\rundll32.exe']}, u'condition': u'(selection1 or selection2) and selection3', u'selection2': {u'Description|contains': [u'Windows-Hostprozess (Rundll32)']}}",[Unknown],,6812a10b-60ea-420c-832f-dfcc33b646ba,high,"{u'category': u'process_creation', u'product': u'windows'}",2020/09/01,[https://github.com/p3nt4/PowerShdll/blob/master/README.md],,experimental,"[attack.defense_evasion, attack.t1085, attack.t1218.011]",Detection of PowerShell Execution via DLL,,,,
757,Harish Segar (rule),2020/03/20,Detects PowerShell downgrade attack by comparing the host versions with the actually used engine version 2.0,"{u'selection': {u'Image|endswith': u'\powershell.exe', u'CommandLine|contains': [u' -version 2 ', u' -versio 2 ', u' -versi 2 ', u' -vers 2 ', u' -ver 2 ', u' -ve 2 ']}, u'condition': u'selection'}","[Penetration Test, Unknown]",,b3512211-c67e-4707-bedc-66efc7848863,medium,"{u'category': u'process_creation', u'product': u'windows'}",,[http://www.leeholmes.com/blog/2017/03/17/detecting-and-preventing-powershell-downgrade-attacks/],"[{u'type': u'derived', u'id': u'6331d09b-4785-4c13-980f-f96661356249'}]",experimental,"[attack.defense_evasion, attack.execution, attack.t1086, attack.t1059.001]",PowerShell Downgrade Attack,,,,
758,"Florian Roth, oscd.community, Jonhnathan Ribeiro",2019/01/16,Detects a Powershell process that contains download commands in its command line string,"{u'selection': {u'Image|endswith': u'\powershell.exe', u'CommandLine|contains': [u'string(', u'file('], u'CommandLine|contains|all': [u'new-object', u'net.webclient).', u'download']}, u'condition': u'selection'}",[unknown],"[CommandLine, ParentCommandLine]",3b6ab547-8ec2-4991-b9d2-2b06702a48d7,medium,"{u'category': u'process_creation', u'product': u'windows'}",,,,experimental,"[attack.t1086, attack.execution, attack.t1059.001]",PowerShell Download from URL,,,,
759,Florian Roth,2020/01/29,Detects suspicious FromBase64String expressions in command line arguments,"{u'selection': {u'CommandLine|contains': u'::FromBase64String('}, u'condition': u'selection'}",[Administrative script libraries],,e32d4572-9826-4738-b651-95fa63747e8a,high,"{u'category': u'process_creation', u'product': u'windows'}",2020/09/06,[https://gist.github.com/Neo23x0/6af876ee72b51676c82a2db8d2cd3639],,experimental,"[attack.t1027, attack.defense_evasion, attack.t1140, attack.t1059.001]",FromBase64String Command Line,,,,
760,"FPT.EagleEye, wagga",2021/03/03,Detects the Nishang Invoke-PowerShellTcpOneLine reverse shell,"{u'selection': {u'Image|endswith': u'\powershell.exe', u'CommandLine|contains': [u'new-object system.net.sockets.tcpclient']}, u'condition': u'selection'}",[Administrative might use this function for checking network connectivity],"[CommandLine, ParentCommandLine]",edc2f8ae-2412-4dfd-b9d5-0c57727e70be,high,"{u'category': u'process_creation', u'product': u'windows'}",2021/06/27,"[https://www.volexity.com/blog/2021/03/02/active-exploitation-of-microsoft-exchange-zero-day-vulnerabilities/, https://www.microsoft.com/security/blog/2021/03/02/hafnium-targeting-exchange-servers/]",,experimental,"[attack.execution, attack.t1086, attack.t1059.001]",Powershell Reverse Shell Connection,,,,
761,"Florian Roth (rule), Daniel Bohannon (idea), Roberto Rodriguez (Fix)",2019/01/16,Detects suspicious PowerShell invocation with a parameter substring,"{u'selection': {u'Image|endswith': [u'\Powershell.exe'], u'CommandLine|contains': [u' -windowstyle h ', u' -windowstyl h', u' -windowsty h', u' -windowst h', u' -windows h', u' -windo h', u' -wind h', u' -win h', u' -wi h', u' -win h ', u' -win hi ', u' -win hid ', u' -win hidd ', u' -win hidde ', u' -NoPr ', u' -NoPro ', u' -NoProf ', u' -NoProfi ', u' -NoProfil ', u' -nonin ', u' -nonint ', u' -noninte ', u' -noninter ', u' -nonintera ', u' -noninterac ', u' -noninteract ', u' -noninteracti ', u' -noninteractiv ', u' -ec ', u' -encodedComman ', u' -encodedComma ', u' -encodedComm ', u' -encodedCom ', u' -encodedCo ', u' -encodedC ', u' -encoded ', u' -encode ', u' -encod ', u' -enco ', u' -en ']}, u'condition': u'selection'}",[Penetration tests],,36210e0d-5b19-485d-a087-c096088885f0,high,"{u'category': u'process_creation', u'product': u'windows'}",2020/07/14,[http://www.danielbohannon.com/blog-1/2017/3/12/powershell-execution-argument-obfuscation-how-it-can-make-detection-easier],,experimental,"[attack.execution, attack.t1086, attack.t1059.001]",Suspicious PowerShell Parameter Substring,,,,
762,"Sami Ruohonen, Harish Segar (improvement)",2018/09/05,"Detects suspicious powershell process which includes bxor command, alternative obfuscation method to b64 encoded commands.","{u'filter': {u'CommandLine|contains': [u'bxor', u'join', u'char']}, u'selection': [{u'Description': u'Windows PowerShell'}, {u'Product': u'PowerShell Core 6'}], u'condition': u'selection and filter'}",[unknown],,bb780e0c-16cf-4383-8383-1e5471db6cf9,medium,"{u'category': u'process_creation', u'product': u'windows'}",2020/09/06,,,experimental,"[attack.defense_evasion, attack.t1086, attack.t1059.001, attack.t1140, attack.t1027]",Suspicious XOR Encoded PowerShell Command Line,,,,
763,"Markus Neis, @Karneades",2018/03/06,Detects the creation of a schtask via PowerSploit or Empire Default Configuration.,"{u'selection1': {u'Image|endswith': u'\schtasks.exe', u'ParentImage|endswith': u'\powershell.exe', u'CommandLine|contains|all': [u'/Create', u'/SC']}, u'condition': u'selection1 and selection2', u'selection2': {u'CommandLine|contains': [u'ONLOGON', u'DAILY', u'ONIDLE', u'Updater'], u'CommandLine|contains|all': [u'/TN', u'Updater', u'/TR', u'powershell']}}","[False positives are possible, depends on organisation and processes]",,56c217c3-2de2-479b-990f-5c109ba8458f,high,"{u'category': u'process_creation', u'product': u'windows'}",,"[https://github.com/0xdeadbeefJERKY/PowerSploit/blob/8690399ef70d2cad10213575ac67e8fa90ddf7c3/Persistence/Persistence.psm1, https://github.com/EmpireProject/Empire/blob/master/lib/modules/powershell/persistence/userland/schtasks.py, https://github.com/EmpireProject/Empire/blob/master/lib/modules/powershell/persistence/elevated/schtasks.py]",,experimental,"[attack.execution, attack.persistence, attack.privilege_escalation, attack.t1053, attack.t1086, attack.s0111, attack.g0022, attack.g0060, car.2013-08-001, attack.t1053.005, attack.t1059.001]",Default PowerSploit and Empire Schtasks Persistence,,,,
764,Florian Roth,2021/08/16,Detects uses of the SysInternals Procdump utility,"{u'selection1': {u'Image|endswith': [u'\procdump.exe', u'\procdump64.exe']}, u'condition': u'selection1 or selection2', u'selection2': {u'CommandLine|contains|all': [u' -ma ', u'.exe']}}",[Legitimate use of procdump by a developer or administrator],,2e65275c-8288-4ab4-aeb7-6274f58b6b20,medium,"{u'category': u'process_creation', u'product': u'windows'}",,[Internal Research],,experimental,"[attack.defense_evasion, attack.t1036, attack.t1003.001]",Procdump Usage,,,,
765,"Michael Haag, FPT.EagleEye",2017/03/09,Detects usage of bitsadmin downloading a file,"{u'condition': u'(selection1 and susp_flag_2 and http_flag) or (selection1 and susp_flag_1) or selection2', u'selection1': {u'Image|endswith': [u'\bitsadmin.exe']}, u'selection2': {u'CommandLine|contains': [u'copy bitsadmin.exe']}, u'http_flag': {u'CommandLine|contains': [u'http']}, u'susp_flag_1': {u'CommandLine|contains': [u' /transfer ']}, u'susp_flag_2': {u'CommandLine|contains': [u' /create ', u' /addfile ']}}","[Some legitimate apps use this, but limited.]","[CommandLine, ParentCommandLine]",d059842b-6b9d-4ed1-b5c3-5b89143c6ede,medium,"{u'category': u'process_creation', u'product': u'windows'}",2021/07/16,"[https://blog.netspi.com/15-ways-to-download-a-file/#bitsadmin, https://isc.sans.edu/diary/22264, https://lolbas-project.github.io/lolbas/Binaries/Bitsadmin/]",,experimental,"[attack.defense_evasion, attack.persistence, attack.t1197, attack.s0190, attack.t1036.003]",Bitsadmin Download,,,,
766,Cedric MAURUGEON,2021/09/24,Detects a process memory dump performed by RdrLeakDiag.exe,"{u'selection': {u'CommandLine|contains': u'fullmemdmp', u'OriginalFileName': u'RdrLeakDiag.exe'}, u'condition': u'selection'}",[Unknown],,edadb1e5-5919-4e4c-8462-a9e643b02c4b,high,"{u'category': u'process_creation', u'product': u'windows'}",,[https://www.pureid.io/dumping-abusing-windows-credentials-part-1/],,experimental,"[attack.credential_access, attack.t1003.001]",Process Dump via RdrLeakDiag.exe,,,,
767,Florian Roth,2020/02/18,Detects a process memory dump performed via ordinal function 24 in comsvcs.dll,"{u'selection': {u'CommandLine|contains': [u'comsvcs.dll,#24', u'comsvcs.dll,MiniDump', u'comsvcs.dll MiniDump']}, u'condition': u'selection'}","[Unlikely, because no one should dump the process memory in that way]",,646ea171-dded-4578-8a4d-65e9822892e3,high,"{u'category': u'process_creation', u'product': u'windows'}",2021/04/23,"[https://twitter.com/shantanukhande/status/1229348874298388484, https://twitter.com/pythonresponder/status/1385064506049630211?s=21]",,experimental,"[attack.defense_evasion, attack.t1036, attack.credential_access, attack.t1003, car.2013-05-009, attack.t1003.001]",Process Dump via Rundll32 and Comsvcs.dll,,,,
768,vburov,2019/02/23,Detect suspicious parent processes of well-known Windows processes,"{u'selection': {u'Image|endswith': [u'\svchost.exe', u'\taskhost.exe', u'\lsm.exe', u'\lsass.exe', u'\services.exe', u'\lsaiso.exe', u'\csrss.exe', u'\wininit.exe', u'\winlogon.exe']}, u'filter1': [{u'ParentImage|endswith': u'\SavService.exe'}, {u'ParentImage|contains': ['\\System32\\', '\\SysWOW64\\']}], u'filter_null': {u'ParentImage': None}, u'condition': u'selection and not filter1 and not filter2 and not filter_null', u'filter2': {u'ParentImage|contains': [u'\Windows Defender\', u'\Microsoft Security Client\'], u'ParentImage|endswith': u'\MsMpEng.exe'}}",[Some security products seem to spawn these],,96036718-71cc-4027-a538-d1587e0006a7,low,"{u'category': u'process_creation', u'product': u'windows'}",2020/11/28,"[https://securitybytes.io/blue-team-fundamentals-part-two-windows-processes-759fe15965e2, https://www.carbonblack.com/2014/06/10/screenshot-demo-hunt-evil-faster-than-ever-with-carbon-black/, https://www.13cubed.com/downloads/windows_process_genealogy_v2.pdf, https://attack.mitre.org/techniques/T1036/]",,experimental,"[attack.defense_evasion, attack.t1036, attack.t1036.003, attack.t1036.005]",Windows Processes Suspicious Parent Directory,,,,
769,Florian Roth,2018/03/13,Detects a PsExec service start,"{u'selection': {u'CommandLine': u'C:\Windows\PSEXESVC.exe'}, u'condition': u'selection'}",[Administrative activity],,3ede524d-21cc-472d-a3ce-d21b568d8db7,low,"{u'category': u'process_creation', u'product': u'windows'}",2012/12/11,,,,"[attack.execution, attack.t1035, attack.s0029, attack.t1569.002]",PsExec Service Start,,,,
770,Florian Roth,2021/06/18,Detect,"{u'selection1': {u'CommandLine|contains': [u'xyz123456.exe', u'PurpleSharp']}, u'condition': u'selection1 or selection2', u'selection2': {u'OriginalFileName': [u'PurpleSharp.exe']}}",[Unlikely],,ff23ffbc-3378-435e-992f-0624dcf93ab4,critical,"{u'category': u'process_creation', u'product': u'windows'}",2021/07/06,[https://github.com/mvelazc0/PurpleSharp],,experimental,"[attack.t1587, attack.resource_development]",PurpleSharp Indicator,,,,
771,"Timur Zinniatullin, oscd.community",2019/10/21,"Adversaries may interact with the Windows Registry to gather information about the system, configuration, and installed software.","{u'selection_1': {u'Image|endswith': u'\reg.exe', u'CommandLine|contains': [u'query', u'save', u'export']}, u'selection_2': {u'CommandLine|contains': [u'currentVersion\windows', u'currentVersion\runServicesOnce', u'currentVersion\runServices', u'winlogon\', u'currentVersion\shellServiceObjectDelayLoad', u'currentVersion\runOnce', u'currentVersion\runOnceEx', u'currentVersion\run', u'currentVersion\policies\explorer\run', u'currentcontrolset\services']}, u'condition': u'selection_1 and selection_2'}",,"[Image, CommandLine, User, LogonGuid, Hashes, ParentProcessGuid, ParentCommandLine]",970007b7-ce32-49d0-a4a4-fbef016950bd,low,"{u'category': u'process_creation', u'product': u'windows'}",2019/11/04,[https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1012/T1012.md],,experimental,"[attack.discovery, attack.t1012, attack.t1007]",Query Registry,,,,
772,"Julia Fomina, oscd.community",2020/10/09,Detects using Rasautou.exe for loading arbitrary .DLL specified in -d option and executes the export specified in -p.,"{u'use_rasautou': {u'Image|endswith': u'\rasautou.exe'}, u'special_keys': {u'CommandLine|contains|all': [u'-d', u'-p']}, u'remaned_rasautou': {u'OriginalFileName': u'rasdlui.exe'}, u'condition': u'(use_rasautou or remaned_rasautou) and special_keys'}",[Unlikely],,cd3d1298-eb3b-476c-ac67-12847de55813,medium,"{u'category': u'process_creation', u'definition': u'Since options '-d' and '-p' were removed in Windows 10 this rule is relevant only for Windows before 10. And as Windows 7 doesn't log command line in 4688 by default, to detect this attack you need Sysmon 1 configured or KB3004375 installed for command-line auditing (https://support.microsoft.com/en-au/help/3004375/microsoft-security-advisory-update-to-improve-windows-command-line-aud)', u'product': u'windows'}",,"[https://lolbas-project.github.io/lolbas/Binaries/Rasautou/, https://github.com/fireeye/DueDLLigence, https://www.fireeye.com/blog/threat-research/2019/10/staying-hidden-on-the-endpoint-evading-detection-with-shellcode.html]",,experimental,"[attack.defense_evasion, attack.t1218]",DLL Execution via Rasautou.exe,,,,
